0,^ ARIES,*,*,<set name="topic">ARIES</set> Simboliza: Los comienzos#Comma el principio#Comma la mañana#Comma la primavera#Comma los animales carnívoros#Comma los jefes#Comma el mando#Comma la fuerza#Comma la violencia#Comma el impulso#Comma la autoridad#Comma la virilidad#Comma la juventud#Comma las armas#Comma los accidentes en la cabeza#Comma peligro por el hierro#Comma el fuego y las armas. Quieres saber mas sobre tu símbolo?,zodiaco.aiml
0,SI,*,ARIES,OK#Comma Un Aries es una persona llena de energía y entusiasmo. Pionero y aventurero#Comma le encantan los retos#Comma la libertad y las nuevas ideas. A los Aries les gusta liderar y prefieren dar instrucciones a recibirlas. Son independientes y preocupados por su propia ambición y objetivos. Tienen una energía envidiable que a veces les lleva a ser agresivos#Comma inquietos#Comma argumentativos#Comma tercos. Es fácil ofender a los Aries y#Comma cuando se sienten ofendidos#Comma es difícil hacer las paces con ellos. Aries es el primer signo del zodiaco y#Comma en este sentido#Comma su papel es empezar algo y liderar. Si un Aries empieza a creer en una buena causa#Comma luchará sin descanso para promocionarla.,zodiaco.aiml
0,NO,*,ARIES,OK#Comma DE QUE PLATICAMOS ENTONCES?<set name="topic"/>,zodiaco.aiml
0,^ TAURO,*,*,<set name="topic">TAURO</set> Simboliza: La estabilidad la permanencia. La fuerza de voluntad#Comma la permanencia#Comma la firmeza#Comma la perseverancia#Comma la estabilidad#Comma la concreción#Comma la resistencia#Comma la fuerza#Comma la sensualidad la buena mesa#Comma la forma#Comma la música#Comma el talento vocal#Comma los sentimientos duraderos#Comma la naturaleza#Comma la agricultura y la banca. Quieres saber mas sobre tu símbolo?,zodiaco.aiml
0,SI,*,TAURO,OK#Comma Un Tauro suele ser práctico#Comma decidido y tener una gran fuerza de voluntad. Los Tauro son personas estables y conservadores#Comma seguirán de forma leal un líder en el que tienen confianza. Les encanta la paz y tranquilidad y son muy respetuosos con las leyes y las reglas. Respetan los valores materiales y evitan las deudas. Son un poco reacios al cambio. Son más prácticos que intelectuales y#Comma como les gusta la continuidad y la rutina#Comma suelen ser de ideas fijas. Los Tauro son prudentes#Comma estables y tienen un gran sentido de la justicia. No suelen hundirse ante las dificultades sino que siguen adelante hasta salir. A veces los Tauro pueden ser demasiado rígidos#Comma argumentativos#Comma egocéntricos y tercos. A los Tauro les gustan las cosas bellas y suelen ser aficionados al arte y la música. Algunos Tauro tienen una fe religiosa poco convencional y muy fuerte. Les encantan los placeres de la vida#Comma el lujo#Comma la buena comida y bebida. De hecho#Comma los Tauro deben esforzarse para no dejarse llevar por la tentación de satisfacer en exceso estos gustos.,zodiaco.aiml
0,NO,*,TAURO,OK#Comma DE QUE PLATICAMOS ENTONCES?<set name="topic"/>,zodiaco.aiml
0,^ GEMINIS,*,*,<set name="topic">GEMINIS</set> Simboliza: La dualidad de la mente#Comma la capacidad de ver las dos caras de una misma moneda y la versatilidad. El elemento aéreo#Comma las comunicaciones#Comma la dualidad#Comma la iniciativa en los negocios#Comma el comercio#Comma el trabajo intelectual#Comma los viajes#Comma los hermanos#Comma los amigos de la infancia#Comma los escritos#Comma los idiomas y la mente concreta. Quieres saber mas sobre tu símbolo?,zodiaco.aiml
0,SI,*,GEMINIS,OK#Comma Géminis es el signo de los gemelos y#Comma como tal#Comma su carácter es doble#Comma bastante complejo y contradictorio. Por un lado es versátil#Comma pero por el otro puede ser insincero. Suelen tener elegancia y caer en los errores de los jóvenes. Tienen la felicidad#Comma el egocentrismo#Comma la imaginación y la inquietud de los niños. Los Géminis empiezan nuevas actividades y retos con entusiasmo#Comma pero muchas veces les falta la constancia para realizarlos. Consideran que la vida es como un juego y buscan la diversión y nuevas situaciones. Un Géminis suele ser cortés#Comma cariñoso#Comma amable y generoso. A veces utilizan sus atributos para conseguir sus propios objetivos y son capaces de recurrir a la mentira sin perder su encanto con tal de obtener lo que quieren. Se desaniman con facilidad (como los niños) cuando no consiguen lo que quieren#Comma y les gusta recibir atención#Comma regalos y halagos. Los Géminis tienen que esforzarse para no desanimarse cuando las cosas se ponen difíciles. La inteligencia y capacidad mental de los Géminis hacen que les encantan retos cerebrales y nuevos conocimientos#Comma aunque el proceso de aprendizaje tiende a aburrirles. Tienen gran capacidad analítica.,zodiaco.aiml
0,NO,*,GEMINIS,OK#Comma DE QUE PLATICAMOS ENTONCES?<set name="topic"/>,zodiaco.aiml
0,^ CANCER,*,*,<set name="topic">CANCER</set> Simbología: Representa las altas y bajas emocionales que se mueven como el cangrejo y que finalmente se esconden en su caparazón. La maternidad#Comma los partos#Comma el amor maternal#Comma la familia#Comma la patria la casa#Comma la cocina#Comma las masas#Comma las mujeres#Comma los ríos#Comma el sentimiento y la imaginación. Quieres saber mas sobre tu símbolo?,zodiaco.aiml
