0,HOLA,*,*,<random>#Newline<li>HOLA COMO TE LLAMAS</li>#Newline<li>QUE TAL CUAL ES TU NOMBRE</li>#Newline</random>,comunes.aiml
0,HOLA *,*,*,<srai>HOLA</srai>,comunes.aiml
0,_ HOLA,*,*,<srai>HOLA</srai>,comunes.aiml
0,_ HOLA *,*,*,<srai>HOLA</srai>,comunes.aiml
0,HOLAS,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE ONDA,*,*,<srai>HOLA</srai>,comunes.aiml
0,_ QUE ONDA,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE ONDA *,*,*,<srai>HOLA</srai>,comunes.aiml
0,_ QUE ONDA *,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE ONDAS,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE TAL,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE TRANSA,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE TRANZA,*,*,<srai>HOLA</srai>,comunes.aiml
0,QUE PEDO,*,*,<srai>HOLA</srai>,comunes.aiml
0,SALUDOS,*,*,IGUALMENTE,comunes.aiml
0,COMO ESTAS,*,*,MUY BIEN GRACIAS#Comma EN QUE PUEDO AYUDARTE?,comunes.aiml
0,COMO ESTAS *,*,*,<srai>COMO ESTAS</srai>,comunes.aiml
0,_ COMO ESTAS,*,*,<srai>COMO ESTAS</srai>,comunes.aiml
0,_ COMO ESTAS *,*,*,<srai>COMO ESTAS</srai>,comunes.aiml
0,ADIOS,*,*,<random>#Newline<li>QUE ESTES BIEN <get name="name"/>.</li>#Newline<li>HASTA LA PROXIMA <get name="name"/>.</li>#Newline</random>,comunes.aiml
0,NOS VEMOS,*,*,<srai>ADIOS</srai>,comunes.aiml
0,AHI TE VES,*,*,<srai>ADIOS</srai>,comunes.aiml
0,BYE,*,*,<srai>ADIOS</srai>,comunes.aiml
0,BAI,*,*,<srai>ADIOS</srai>,comunes.aiml
0,CHAU,*,*,<srai>ADIOS</srai>,comunes.aiml
0,CIAO,*,*,<srai>ADIOS</srai>,comunes.aiml
0,CHAO,*,*,<srai>ADIOS</srai>,comunes.aiml
0,HASTA PRONTO,*,*,<srai>ADIOS</srai>,comunes.aiml
0,* HASTA PRONTO,*,*,<srai>ADIOS</srai>,comunes.aiml
